"title","author","url","description","subjects"
"The Paradise Mystery","J. S. Fletcher","https://www.gutenberg.org/ebooks/26587","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The crowd :  A study of the popular mind","Gustave Le Bon","https://www.gutenberg.org/ebooks/445","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Life Blood","Thomas Hoover","https://www.gutenberg.org/ebooks/34318","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Vision and Creed of Piers Ploughman, Volume 1","William Langland","https://www.gutenberg.org/ebooks/43660","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Adventures of Huckleberry Finn, Chapters 01 to 05","Mark Twain","https://www.gutenberg.org/ebooks/7100","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Famous Modern Ghost Stories","Unknown","https://www.gutenberg.org/ebooks/15143","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Basis of Morality","Arthur Schopenhauer","https://www.gutenberg.org/ebooks/44929","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Domestic Cookery, Useful Receipts, and Hints to Young Housekeepers","Elizabeth E. Lea","https://www.gutenberg.org/ebooks/28753","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Bacchae of Euripides","Euripides","https://www.gutenberg.org/ebooks/35173","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Journey into the Interior of the Earth","Jules Verne","https://www.gutenberg.org/ebooks/3748","Free kindle book and epub digitized and proofread by volunteers.","[]"
"McGuffey's Fourth Eclectic Reader","William Holmes McGuffey","https://www.gutenberg.org/ebooks/14880","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The letters of Queen Victoria, vol. 1, 1837-1843 :  A selection from Her Majesty's correspondence between the years 1837 and 1861.","Queen of Great Britain Victoria","https://www.gutenberg.org/ebooks/20023","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Philippine Islands, 1493-1898 - Volume 40 of 55, 1690-1691","Unknown","https://www.gutenberg.org/ebooks/30253","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Martian Odyssey","Stanley G. Weinbaum","https://www.gutenberg.org/ebooks/23731","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Philippine Islands, 1493-1898, Volume 52, 1841-1898","Unknown","https://www.gutenberg.org/ebooks/57431","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Palmistry for All","Cheiro","https://www.gutenberg.org/ebooks/20480","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Principia Ethica","G. E. Moore","https://www.gutenberg.org/ebooks/53430","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Magic, Stage Illusions and Scientific Diversions, Including Trick Photography","Albert A. Hopkins","https://www.gutenberg.org/ebooks/45235","Free kindle book and epub digitized and proofread by volunteers.","[]"
"My Ántonia","Willa Cather","https://www.gutenberg.org/ebooks/242","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Analysis of Mind","Bertrand Russell","https://www.gutenberg.org/ebooks/2529","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Secret societies and subversive movements","Nesta Helen Webster","https://www.gutenberg.org/ebooks/19104","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Child's History of the World","V. M. Hillyer","https://www.gutenberg.org/ebooks/67149","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Wieland; Or, The Transformation: An American Tale","Charles Brockden Brown","https://www.gutenberg.org/ebooks/792","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Oliver Twist, Vol. 1 (of 3)","Charles Dickens","https://www.gutenberg.org/ebooks/47529","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Nabob","Alphonse Daudet","https://www.gutenberg.org/ebooks/2077","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Is 5","E. E. Cummings","https://www.gutenberg.org/ebooks/77021","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Fable of the Bees; Or, Private Vices, Public Benefits","Bernard Mandeville","https://www.gutenberg.org/ebooks/57260","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Tacitus: The Histories, Volumes I and II","Cornelius Tacitus","https://www.gutenberg.org/ebooks/16927","Free kindle book and epub digitized and proofread by volunteers.","[]"
"McGuffey's First Eclectic Reader, Revised Edition","William Holmes McGuffey","https://www.gutenberg.org/ebooks/14640","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of Lord Byron. Vol. 4","Baron George Gordon Byron Byron","https://www.gutenberg.org/ebooks/20158","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Audiencia in the Spanish Colonies","Charles Henry Cunningham","https://www.gutenberg.org/ebooks/41443","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Civilisation of the Renaissance in Italy","Jacob Burckhardt","https://www.gutenberg.org/ebooks/2074","Free kindle book and epub digitized and proofread by volunteers.","[]"
"How France Built Her Cathedrals: A Study in the Twelfth and Thirteenth Centuries","Elizabeth Boyle O'Reilly","https://www.gutenberg.org/ebooks/41687","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Index of the Project Gutenberg Works of Leon Tolstoy","graf Leo Tolstoy","https://www.gutenberg.org/ebooks/59195","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Moon of madness","Sax Rohmer","https://www.gutenberg.org/ebooks/77001","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Box-Car Children","Gertrude Chandler Warner","https://www.gutenberg.org/ebooks/42796","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Samurai Strategy","Thomas Hoover","https://www.gutenberg.org/ebooks/34323","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Great Big Treasury of Beatrix Potter","Beatrix Potter","https://www.gutenberg.org/ebooks/20049","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Stars and Stripes, Vol. 1, No. 1, February 8, 1918","United States. Army. American Expeditionary Forces","https://www.gutenberg.org/ebooks/25085","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The mother","Grazia Deledda","https://www.gutenberg.org/ebooks/77111","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Summa Theologica, Part II-II (Secunda Secundae)","Saint Aquinas Thomas","https://www.gutenberg.org/ebooks/18755","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The sinister mark","Lee Thayer","https://www.gutenberg.org/ebooks/77033","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Life of Joan of Arc, Vol. 1 and 2","Anatole France","https://www.gutenberg.org/ebooks/19488","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Dog's Tale","Mark Twain","https://www.gutenberg.org/ebooks/3174","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Hans Andersen's Fairy Tales. Second Series","H. C. Andersen","https://www.gutenberg.org/ebooks/32572","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of Cuba, vol. 4","Willis Fletcher Johnson","https://www.gutenberg.org/ebooks/33848","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Sons and Lovers","D. H. Lawrence","https://www.gutenberg.org/ebooks/217","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Arts in the Middle Ages and at the Period of the Renaissance","P. L. Jacob","https://www.gutenberg.org/ebooks/59924","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Japanese Homes and Their Surroundings","Edward Sylvester Morse","https://www.gutenberg.org/ebooks/52868","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Battle of the Books, and other Short Pieces","Jonathan Swift","https://www.gutenberg.org/ebooks/623","Free kindle book and epub digitized and proofread by volunteers.","[]"
"三國志演義 (Chinese)","Guanzhong Luo","https://www.gutenberg.org/ebooks/23950","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Last Man","Mary Wollstonecraft Shelley","https://www.gutenberg.org/ebooks/18247","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Ichthyology"" to ""Independence""","Various","https://www.gutenberg.org/ebooks/40156","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Colleges of Oxford: Their History and Traditions","Unknown","https://www.gutenberg.org/ebooks/52286","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Memoirs of Victor Hugo","Victor Hugo","https://www.gutenberg.org/ebooks/2523","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Plain Facts for Old and Young","John Harvey Kellogg","https://www.gutenberg.org/ebooks/19924","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Theory of Moral Sentiments","Adam Smith","https://www.gutenberg.org/ebooks/67363","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Dunwich horror","H. P. Lovecraft","https://www.gutenberg.org/ebooks/50133","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Essais de Montaigne (self-édition) - Volume I (French)","Michel de Montaigne","https://www.gutenberg.org/ebooks/48529","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Histories of two hundred and fifty-one divisions of the German army which participated in the war (1914-1918)","United States. War Department. General Staff","https://www.gutenberg.org/ebooks/55620","Free kindle book and epub digitized and proofread by volunteers.","[]"
"閱微草堂筆記 (Chinese)","Yun Ji","https://www.gutenberg.org/ebooks/23817","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Rubáiyát of Omar Khayyam, Rendered into English Verse","Omar Khayyam","https://www.gutenberg.org/ebooks/35260","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Keats: Poems Published in 1820","John Keats","https://www.gutenberg.org/ebooks/23684","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of Aphra Behn, Volume I","Aphra Behn","https://www.gutenberg.org/ebooks/21339","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Country of the Pointed Firs","Sarah Orne Jewett","https://www.gutenberg.org/ebooks/19685","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Priscilla's Spies","George A. Birmingham","https://www.gutenberg.org/ebooks/21394","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Parish Priests and Their People in the Middle Ages in England","Edward Lewes Cutts","https://www.gutenberg.org/ebooks/42180","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Rasselas, Prince of Abyssinia","Samuel Johnson","https://www.gutenberg.org/ebooks/652","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Aesthetical Essays of Friedrich Schiller","Friedrich Schiller","https://www.gutenberg.org/ebooks/6798","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopedia of Needlework","Thérèse de Dillmont","https://www.gutenberg.org/ebooks/20776","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Chessmen of Mars","Edgar Rice Burroughs","https://www.gutenberg.org/ebooks/1153","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fifty Famous Stories Retold","James Baldwin","https://www.gutenberg.org/ebooks/18442","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Rover Boys on the Farm; or, Last Days at Putnam Hall","Edward Stratemeyer","https://www.gutenberg.org/ebooks/22163","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Friday, the Thirteenth: A Novel","Thomas William Lawson","https://www.gutenberg.org/ebooks/12345","Free kindle book and epub digitized and proofread by volunteers.","[]"
"One Hundred Proofs That the Earth Is Not a Globe","William Carpenter","https://www.gutenberg.org/ebooks/55387","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Harvester","Gene Stratton-Porter","https://www.gutenberg.org/ebooks/26465","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of William Shakespeare [Cambridge Edition] [Vol. 5 of 9]","William Shakespeare","https://www.gutenberg.org/ebooks/49297","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Green Fairy Book","Unknown","https://www.gutenberg.org/ebooks/7277","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lock and Key Library: Classic Mystery and Detective Stories: Modern English","Unknown","https://www.gutenberg.org/ebooks/2038","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""England"" to ""English Finance""","Various","https://www.gutenberg.org/ebooks/32940","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Misplaced Battleship","Harry Harrison","https://www.gutenberg.org/ebooks/22541","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Latin for Beginners","Benjamin L. D'Ooge","https://www.gutenberg.org/ebooks/18251","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Economic Consequences of the Peace","John Maynard Keynes","https://www.gutenberg.org/ebooks/15776","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The eternal moment, and other stories","E. M. Forster","https://www.gutenberg.org/ebooks/72890","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Every Man in His Humor","Ben Jonson","https://www.gutenberg.org/ebooks/5333","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Defence of Poetry and Other Essays","Percy Bysshe Shelley","https://www.gutenberg.org/ebooks/5428","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Principles of Scientific Management","Frederick Winslow Taylor","https://www.gutenberg.org/ebooks/6435","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ireland in Fiction: A Guide to Irish Novels, Tales, Romances, and Folk-lore","Stephen J. M. Brown","https://www.gutenberg.org/ebooks/66638","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Land That Time Forgot","Edgar Rice Burroughs","https://www.gutenberg.org/ebooks/551","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Tribes and Castes of the Central Provinces of India, Volume 1","R. V. Russell","https://www.gutenberg.org/ebooks/20583","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Der Zauberberg. Zweiter Band (German)","Thomas Mann","https://www.gutenberg.org/ebooks/65662","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Devotions Upon Emergent Occasions; Together with Death's Duel","John Donne","https://www.gutenberg.org/ebooks/23772","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The prisoner of Zenda","Anthony Hope","https://www.gutenberg.org/ebooks/22436","Free kindle book and epub digitized and proofread by volunteers.","[]"
"El árbol de la ciencia: novela (Spanish)","Pío Baroja","https://www.gutenberg.org/ebooks/60464","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Dorothy and the Wizard in Oz","L. Frank Baum","https://www.gutenberg.org/ebooks/19450","Free kindle book and epub digitized and proofread by volunteers.","[]"
"On Love","Stendhal","https://www.gutenberg.org/ebooks/53720","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Five Little Peppers and How They Grew","Margaret Sidney","https://www.gutenberg.org/ebooks/20037","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Korean Fairy Tales","William Elliot Griffis","https://www.gutenberg.org/ebooks/67180","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Korean folk tales :  Imps, ghosts and fairies","Pang Im and Yuk Yi","https://www.gutenberg.org/ebooks/51002","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of Guy de Maupassant, Vol. 1","Guy de Maupassant","https://www.gutenberg.org/ebooks/21327","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Secret Doctrine, Vol. 2 of 4","H. P. Blavatsky","https://www.gutenberg.org/ebooks/54488","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Novum Organum; Or, True Suggestions for the Interpretation of Nature","Francis Bacon","https://www.gutenberg.org/ebooks/45988","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Grand Babylon Hôtel","Arnold Bennett","https://www.gutenberg.org/ebooks/2813","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Le rouge et le noir: chronique du XIXe siècle (French)","Stendhal","https://www.gutenberg.org/ebooks/798","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Every Day Life in the Massachusetts Bay Colony","George Francis Dow","https://www.gutenberg.org/ebooks/43970","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Faust: A Tragedy","Johann Wolfgang von Goethe","https://www.gutenberg.org/ebooks/63203","Free kindle book and epub digitized and proofread by volunteers.","[]"
"History of England from the Accession of James II, vol2 chapter 6","Baron Thomas Babington Macaulay Macaulay","https://www.gutenberg.org/ebooks/26576","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Demian","Hermann Hesse","https://www.gutenberg.org/ebooks/74222","Free kindle book and epub digitized and proofread by volunteers.","[]"
"In Stahlgewittern, aus dem Tagebuch eines Stoßtruppführers (German)","Ernst Jünger","https://www.gutenberg.org/ebooks/34099","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Adam Bede","George Eliot","https://www.gutenberg.org/ebooks/507","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Camp Fire Girls Solve a Mystery; Or, The Christmas Adventure at Carver House","Hildegard G. Frey","https://www.gutenberg.org/ebooks/38983","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lani People","Jesse F. Bone","https://www.gutenberg.org/ebooks/2509","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Man Who Laughs: A Romance of English History","Victor Hugo","https://www.gutenberg.org/ebooks/12587","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Pausanias' description of Greece, Volume II.","active approximately 150-175 Pausanias","https://www.gutenberg.org/ebooks/68680","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Highways and Byways in Cambridge and Ely","John William Edward Conybeare","https://www.gutenberg.org/ebooks/38735","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ancient Armour and Weapons in Europe","John Hewitt","https://www.gutenberg.org/ebooks/46342","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Human, All-Too-Human: A Book for Free Spirits, Part 1","Friedrich Wilhelm Nietzsche","https://www.gutenberg.org/ebooks/51935","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Sorrows of Satan","Marie Corelli","https://www.gutenberg.org/ebooks/42332","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Athenian Constitution","Aristotle","https://www.gutenberg.org/ebooks/26095","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Man a Machine","Julien Offray de La Mettrie","https://www.gutenberg.org/ebooks/52090","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Letters of Amerigo Vespucci, and Other Documents Illustrative of His Career","Christopher Columbus, Bartolomé de las Casas, and Amerigo Vespucci","https://www.gutenberg.org/ebooks/36924","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Roswell Report: Case Closed","James McAndrew","https://www.gutenberg.org/ebooks/63659","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Insidious Dr. Fu Manchu","Sax Rohmer","https://www.gutenberg.org/ebooks/173","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Man of the Forest","Zane Grey","https://www.gutenberg.org/ebooks/3457","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Soap-Making Manual","Edgar George Thomssen","https://www.gutenberg.org/ebooks/34114","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Life of Charles Dickens, Vol. I-III, Complete","John Forster","https://www.gutenberg.org/ebooks/25851","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Adventures of Tom Sawyer","Mark Twain","https://www.gutenberg.org/ebooks/26203","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Descent of Man, and Selection in Relation to Sex","Charles Darwin","https://www.gutenberg.org/ebooks/2300","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Random Reminiscences of Men and Events","John D. Rockefeller","https://www.gutenberg.org/ebooks/17090","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Hunter's Lodge Case","Agatha Christie","https://www.gutenberg.org/ebooks/67160","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Mission of fear","George Harmon Coxe","https://www.gutenberg.org/ebooks/77148","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Letters of John Keats to His Family and Friends","John Keats","https://www.gutenberg.org/ebooks/35698","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Imaginary Invalid","Molière","https://www.gutenberg.org/ebooks/9070","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Human Nature and Conduct: An introduction to social psychology","John Dewey","https://www.gutenberg.org/ebooks/41386","Free kindle book and epub digitized and proofread by volunteers.","[]"
"American Prisoners of the Revolution","Danske Dandridge","https://www.gutenberg.org/ebooks/7829","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Law-star for an outlaw","W. C. Tuttle","https://www.gutenberg.org/ebooks/76995","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of England, from the Accession of","Baron Thomas Babington Macaulay Macaulay","https://www.gutenberg.org/ebooks/20277","Free kindle book and epub digitized and proofread by volunteers.","[]"
"竹齋集 (Chinese)","Mian Wang","https://www.gutenberg.org/ebooks/7220","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Inspector-General","Nikolai Vasilevich Gogol","https://www.gutenberg.org/ebooks/3735","Free kindle book and epub digitized and proofread by volunteers.","[]"
"France in the Nineteenth Century","Elizabeth Wormeley Latimer","https://www.gutenberg.org/ebooks/14194","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A memoir of Sir John Drummond Hay, P.C., K.C.B., G.C.M.G., sometime minister at the court of Morocco","Louisa Annette Edla Drummond-Hay Brooks, Alice Emily Drummond-Hay, and John H. Drummond Hay","https://www.gutenberg.org/ebooks/71860","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Current Superstitions","Fanny D. Bergen","https://www.gutenberg.org/ebooks/28841","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Plymouth Express Affair","Agatha Christie","https://www.gutenberg.org/ebooks/66446","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of a Crime","Victor Hugo","https://www.gutenberg.org/ebooks/10381","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Fairy Mythology","Thomas Keightley","https://www.gutenberg.org/ebooks/41006","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Dübner, Johann Friedrich"" to ""Dyeing""","Various","https://www.gutenberg.org/ebooks/34751","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Forme of Cury: A Roll of Ancient English Cookery Compiled, about A.D. 1390 (Middle English (1100-1500))","Samuel Pegge","https://www.gutenberg.org/ebooks/8102","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Public opinion","Walter Lippmann","https://www.gutenberg.org/ebooks/6456","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Washington Confidential","Jack Lait and Lee Mortimer","https://www.gutenberg.org/ebooks/63469","Free kindle book and epub digitized and proofread by volunteers.","[]"
"On Growth and Form","D'Arcy Wentworth Thompson","https://www.gutenberg.org/ebooks/55264","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The republic of Cicero","Marcus Tullius Cicero","https://www.gutenberg.org/ebooks/54161","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Great American Fraud","Samuel Hopkins Adams","https://www.gutenberg.org/ebooks/44325","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The English Peasantry and the Enclosure of Common Fields","Gilbert Slater","https://www.gutenberg.org/ebooks/55643","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Pride of Eve","Warwick Deeping","https://www.gutenberg.org/ebooks/50176","Free kindle book and epub digitized and proofread by volunteers.","[]"
"India's Love Lyrics","Laurence Hope","https://www.gutenberg.org/ebooks/8197","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Elizabeth, Empress of Austria and Queen of Hungary","Carl Küchler","https://www.gutenberg.org/ebooks/60408","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Jane's All the World's Aircraft. 1913","Unknown","https://www.gutenberg.org/ebooks/34815","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Engelsch woordenboek. Eerste deel: Engelsch-Nederlandsch (met uitgeschreven verkortingen) (Dutch)","K. ten Bruggencate","https://www.gutenberg.org/ebooks/64478","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Conjure Woman","Charles W. Chesnutt","https://www.gutenberg.org/ebooks/11666","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Phantom 'Rickshaw, and Other Ghost Stories","Rudyard Kipling","https://www.gutenberg.org/ebooks/2806","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Index of the Project Gutenberg Works of Immanuel Kant","Immanuel Kant","https://www.gutenberg.org/ebooks/59023","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Dodwell, Edward"" to ""Drama""","Various","https://www.gutenberg.org/ebooks/32758","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Argot and slang :  a new French and English dictionary of the cant words, quaint expressions, slang terms and flash phrases used in the high and low life of old and new Paris","Albert Barrère","https://www.gutenberg.org/ebooks/50354","Free kindle book and epub digitized and proofread by volunteers.","[]"
"L. Annaeus Seneca on Benefits","Lucius Annaeus Seneca","https://www.gutenberg.org/ebooks/3794","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Frenzied Fiction","Stephen Leacock","https://www.gutenberg.org/ebooks/28919","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Autobiography of Benjamin Franklin","Benjamin Franklin","https://www.gutenberg.org/ebooks/148","Free kindle book and epub digitized and proofread by volunteers.","[]"
"日知錄 (Chinese)","Yanwu Gu","https://www.gutenberg.org/ebooks/25262","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Chitral"" to ""Cincinnati""","Various","https://www.gutenberg.org/ebooks/31447","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Autobiography","John Stuart Mill","https://www.gutenberg.org/ebooks/10378","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of Horace, with English Notes (Latin)","Horace","https://www.gutenberg.org/ebooks/46938","Free kindle book and epub digitized and proofread by volunteers.","[]"
"'Midst the Wild Carpathians","Mór Jókai","https://www.gutenberg.org/ebooks/37339","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A history of the Peninsular War, Vol. 3, Sep. 1809-Dec. 1810 :  Ocaña, Cadiz, Bussaco, Torres Vedras","Charles Oman","https://www.gutenberg.org/ebooks/55231","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A perfect gentleman","Mark Price","https://www.gutenberg.org/ebooks/77137","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Mémoires d'Outre-Tombe, Tome 2 (French)","vicomte de François-René Chateaubriand","https://www.gutenberg.org/ebooks/23654","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Biographical Dictionary of Freethinkers of All Ages and Nations","J. M. Wheeler","https://www.gutenberg.org/ebooks/34513","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A millionaire at sixteen :  or, The cruise of the Guardian-Mother","Oliver Optic","https://www.gutenberg.org/ebooks/77036","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Commentaries on the Laws of England, Book the First","Sir William Blackstone","https://www.gutenberg.org/ebooks/30802","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Taming of the Shrew","William Shakespeare","https://www.gutenberg.org/ebooks/1508","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Tales from the Fjeld: A Second Series of Popular Tales","Peter Christen Asbjørnsen","https://www.gutenberg.org/ebooks/36385","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Himalayan Journals — Complete","Joseph Dalton Hooker","https://www.gutenberg.org/ebooks/6478","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Dot ... dot ... dash ... dot—""Fire!""","Clarice Detzer","https://www.gutenberg.org/ebooks/77129","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Etymologisches Wörterbuch der deutschen Seemannssprache (German)","Gustav Goedel","https://www.gutenberg.org/ebooks/39762","Free kindle book and epub digitized and proofread by volunteers.","[]"
"夜雨秋燈錄 (Chinese)","Ding Xuan","https://www.gutenberg.org/ebooks/25130","Free kindle book and epub digitized and proofread by volunteers.","[]"
