"title","author","url","description","subjects"
"I. Beówulf: an Anglo-Saxon poem. II. The fight at Finnsburh: a fragment. (Old English (ca. 450-1100))","Unknown","https://www.gutenberg.org/ebooks/9700","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Prose English Translation of Harivamsha","Unknown","https://www.gutenberg.org/ebooks/61937","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Domesday Book and Beyond: Three Essays in the Early History of England","Frederic William Maitland","https://www.gutenberg.org/ebooks/43255","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Real Mother Goose","Unknown","https://www.gutenberg.org/ebooks/10607","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Indolence of the Filipino","José Rizal","https://www.gutenberg.org/ebooks/6885","Free kindle book and epub digitized and proofread by volunteers.","[]"
"William of Malmesbury's Chronicle of the Kings of England","of Malmesbury William","https://www.gutenberg.org/ebooks/50778","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Studying the short-story","Unknown","https://www.gutenberg.org/ebooks/68291","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Nonsense Books","Edward Lear","https://www.gutenberg.org/ebooks/13650","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Doctor : A Tale of the Rockies","Ralph Connor","https://www.gutenberg.org/ebooks/3242","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Four Million","O. Henry","https://www.gutenberg.org/ebooks/2776","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories","Oscar Wilde","https://www.gutenberg.org/ebooks/773","Free kindle book and epub digitized and proofread by volunteers.","[]"
"New Latin Grammar","Charles E. Bennett","https://www.gutenberg.org/ebooks/15665","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Complete Poems of Sir Thomas Moore","Thomas Moore","https://www.gutenberg.org/ebooks/8187","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Short History of the World","H. G. Wells","https://www.gutenberg.org/ebooks/35461","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Weird Tales, Volume 1, Number 4, June, 1923: The unique magazine","Various","https://www.gutenberg.org/ebooks/69608","Free kindle book and epub digitized and proofread by volunteers.","[]"
"History of the Decline and Fall of the Roman Empire — Volume 1","Edward Gibbon","https://www.gutenberg.org/ebooks/731","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Story of Doctor Dolittle","Hugh Lofting","https://www.gutenberg.org/ebooks/501","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ely Cathedral","Anonymous","https://www.gutenberg.org/ebooks/20924","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Old Christmas: from the Sketch Book of Washington Irving","Washington Irving","https://www.gutenberg.org/ebooks/20656","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A history of English literature :  A practical text-book","Edward Albert","https://www.gutenberg.org/ebooks/70731","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Victorian Short Stories: Stories of Courtship","Unknown","https://www.gutenberg.org/ebooks/15381","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Contribution to the Critique of Political Economy","Karl Marx","https://www.gutenberg.org/ebooks/46423","Free kindle book and epub digitized and proofread by volunteers.","[]"
"What Is Man? and Other Essays","Mark Twain","https://www.gutenberg.org/ebooks/70","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The inventions, researches and writings of Nikola Tesla","Thomas Commerford Martin","https://www.gutenberg.org/ebooks/39272","Free kindle book and epub digitized and proofread by volunteers.","[]"
"隋唐演義 (Chinese)","active 1675-1695 Renhu Chu","https://www.gutenberg.org/ebooks/23835","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The first voyage round the world, by Magellan :  translated from the accounts of Pigafetta, and other contemporary writers","Antonio Pigafetta","https://www.gutenberg.org/ebooks/74723","Free kindle book and epub digitized and proofread by volunteers.","[]"
"British Goblins: Welsh Folk-lore, Fairy Mythology, Legends and Traditions","Wirt Sikes","https://www.gutenberg.org/ebooks/34704","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Vingt mille Lieues Sous Les Mers — Complete (French)","Jules Verne","https://www.gutenberg.org/ebooks/5097","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ozma of Oz","L. Frank Baum","https://www.gutenberg.org/ebooks/23075","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Privateering and Piracy in the Colonial Period","Unknown","https://www.gutenberg.org/ebooks/24882","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Maman Léo (French)","Paul Féval","https://www.gutenberg.org/ebooks/19919","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Myths of the Norsemen: From the Eddas and Sagas","H. A. Guerber","https://www.gutenberg.org/ebooks/28497","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Motion pictures, 1950-1959 : Catalog of copyright entries","Library of Congress. Copyright Office","https://www.gutenberg.org/ebooks/59656","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Life in the Clearings","Susanna Moodie","https://www.gutenberg.org/ebooks/28762","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Analects of Confucius (from the Chinese Classics)","Confucius","https://www.gutenberg.org/ebooks/3330","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Mathilda","Mary Wollstonecraft Shelley","https://www.gutenberg.org/ebooks/15238","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The New Life (La Vita Nuova)","Dante Alighieri","https://www.gutenberg.org/ebooks/41085","Free kindle book and epub digitized and proofread by volunteers.","[]"
"True Version of the Philippine Revolution","Emilio Aguinaldo","https://www.gutenberg.org/ebooks/12996","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Montreal, 1535-1914. Vol. 2. Under British Rule, 1760-1914","William H. Atherton","https://www.gutenberg.org/ebooks/48244","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of Lord Byron, Vol. 7. Poetry","Baron George Gordon Byron Byron","https://www.gutenberg.org/ebooks/27577","Free kindle book and epub digitized and proofread by volunteers.","[]"
"South: The Story of Shackleton's Last Expedition, 1914-1917","Sir Ernest Henry Shackleton","https://www.gutenberg.org/ebooks/5199","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Introductory lectures on psycho-analysis :  a course of twenty-eight lectures delivered at the University of Vienna","Sigmund Freud","https://www.gutenberg.org/ebooks/75810","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Library of the World's Best Literature, Ancient and Modern — Volume 02","Unknown","https://www.gutenberg.org/ebooks/12788","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Psychologische Typen (German)","C. G. Jung","https://www.gutenberg.org/ebooks/61543","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Phaedra","Jean Racine","https://www.gutenberg.org/ebooks/1977","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The best British short stories of 1922","Unknown","https://www.gutenberg.org/ebooks/9363","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Wood Cottage :  or, Sheltered at last","M. E. Drewsen","https://www.gutenberg.org/ebooks/77064","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Practice of the Presence of God","Brother of the Resurrection Lawrence","https://www.gutenberg.org/ebooks/5657","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Home Book of Verse — Volume 2","Burton Egbert Stevenson","https://www.gutenberg.org/ebooks/2620","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Mémoires d'Outre-Tombe, Tome 4 (French)","vicomte de François-René Chateaubriand","https://www.gutenberg.org/ebooks/25575","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A History of Magic and Experimental Science, Volume 1 (of 2)","Lynn Thorndike","https://www.gutenberg.org/ebooks/67792","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Nellie Bly's Book","Nellie Bly","https://www.gutenberg.org/ebooks/20975","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol. 12 of 12)","James George Frazer","https://www.gutenberg.org/ebooks/44772","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Das Urteil: Eine Geschichte (German)","Franz Kafka","https://www.gutenberg.org/ebooks/21593","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Unnatural death","Dorothy L. Sayers","https://www.gutenberg.org/ebooks/70008","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Sayings of Confucius","Confucius","https://www.gutenberg.org/ebooks/46389","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fifty Years In The Northwest","William H. C. Folsom","https://www.gutenberg.org/ebooks/36375","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ancient Nahuatl Poetry, Containing the Nahuatl Text of XXVII Ancient Mexican Poems (Nahuatl languages)","Daniel G. Brinton","https://www.gutenberg.org/ebooks/12219","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Orlando Furioso (Italian)","Lodovico Ariosto","https://www.gutenberg.org/ebooks/3747","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Surgical Anatomy","Joseph Maclise","https://www.gutenberg.org/ebooks/24440","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Esprit des lois (French)","baron de Charles de Secondat Montesquieu","https://www.gutenberg.org/ebooks/27573","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Amores; or, Amours","Ovid","https://www.gutenberg.org/ebooks/47676","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Secret Doctrine, Vol. 3 of 4","H. P. Blavatsky","https://www.gutenberg.org/ebooks/56880","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Mary Barton","Elizabeth Cleghorn Gaskell","https://www.gutenberg.org/ebooks/2153","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of the British Post Office","Joseph Clarence Hemmeon","https://www.gutenberg.org/ebooks/42983","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A History of Epidemics in Britain, Volume 1 (of 2)","Charles Creighton","https://www.gutenberg.org/ebooks/42686","Free kindle book and epub digitized and proofread by volunteers.","[]"
"An Investigation of the Laws of Thought","George Boole","https://www.gutenberg.org/ebooks/15114","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Key of Gold: 23 Czech Folk Tales","Unknown","https://www.gutenberg.org/ebooks/20680","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Valleys of Tirol: Their traditions and customs and how to visit them","Rachel Harriette Busk","https://www.gutenberg.org/ebooks/43614","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Poems of Paul Verlaine","Paul Verlaine","https://www.gutenberg.org/ebooks/8426","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Seven Wives and Seven Prisons","L. A. Abbott","https://www.gutenberg.org/ebooks/23705","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Cincinnatus"" to ""Cleruchy""","Various","https://www.gutenberg.org/ebooks/31641","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Obras Completas de Luis de Camões, Tomo II (Portuguese)","Luís de Camões","https://www.gutenberg.org/ebooks/31509","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Phrases and Names, Their Origins and Meanings","Trench H. Johnson","https://www.gutenberg.org/ebooks/54657","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The house with the silver door","Eva March Tappan","https://www.gutenberg.org/ebooks/77025","Free kindle book and epub digitized and proofread by volunteers.","[]"
