title,author,url,description,subjects,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13,language,description_long,unique_id
The Yellow House,sarah m. broom,,"A brilliant, haunting and unforgettable memoir from a stunning new talent about the inexorable pull of home and family, set in a shotgun house in New Orleans East.",,Biography & Autobiography,,,Grove Press,2019,304.0,0802125085,9780802125088,,,-4371287062404909668
The Good Son,christopher andersen,,"Like many parents and children, Jacqueline Kennedy Onassis and JFK Jr. shared an intense, tender, and often tempestuous bond. It was, quite simply, the most important relationship in John's life. With riveting insight, Andersen reveals how mother and son influenced, challenged, and supported each other through good times and bad, unveiling startling new details about a family we thought we already knew: John's reaction to his mother's bout with suicidal depression and growing dependence on prescription drugs; the surreal and ultimately catastrophic impact of the Onassis years; the premonitions that terrified Jackie about John's fate; Jackie's success at keeping John away from his hellraising cousins, and his complicated relationship with the rest of the clan; the power she wielded over his affairs with Madonna, Sarah Jessica Parker, Daryl Hannah, and others; how John privately handled the scandalous revelations about his parents' marriage; the secrets about John's own turbulent marriage and his senseless death. Bittersweet, provocative, thoughtful and inspiring, this is the often heartbreaking tale of two lives tested by history and tragedy.--From publisher description.",,Biography & Autobiography,2.0,1.0,Simon and Schuster,2015-06-09,368.0,1476775575,9781476775579,,,170744434193390453
Lives of the Caesars,suetonius,,"The Lives of the Caesars include the biographies of Julius Caesar and the eleven subsequent emperors: Augustus, Tiberius, Gaius Caligula, Claudius, Nero, Galba, Otho, Vitelius, Vespasian, Titus, Domitian. It was Robert Graves's primary reference source when he was writing I, Claudius. Suetonius composed his material from a variety of sources, without much concern for their reliability. His biographies consist the ancestry and career of each emperor in turn; however, his interest is not so much analytical or historical, but anecdotal and salacious which gives rise to a lively and provocative succession of portraits. The account of Julius Caesar does not simply mention his crossing of the Rubicon and his assassination, but draws attention to his dark piercing eyes and attempts to conceal his baldness. The life of Caligula presents a vivid picture of the emperor's grotesque appearance, his waywardness, and his insane cruelties. The format and style of Suetonius' Lives of the Caesars was to set the tone for biography throughout western literature--his work remains thoroughly readable and full of interest. Indeed, it was Robert Graves's primary reference source when he was writing I, Claudius, and those who have read his book will enjoy the original accounts as set down here.",,History,,,"Oxford University Press, USA",2000,458.0,,Lives of the Caesarssuetonius,,,-2837431633975407099
"Sam Walton, Made in America","sam walton, john huey",,"A biography of Samuel M. Walton, whose ingenuity and persistence contributed to his becoming one of the wealthiest men in America.",,Biography & Autobiography,4.0,6.0,Doubleday Books,1992,328.0,0385468474,9780385468473,,,-7982925233991836725
"A New Classical Dictionary of Greek and Roman Biography, Mythology and Geography",william smith,,,,Classical dictionaries,,,,1883,1039.0,,"A New Classical Dictionary of Greek and Roman Biography, Mythology and Geographywilliam smith",,,7771855761508732112
Dying for Action,renee witterstaetter,,"Jackie Chan is one of the most popular movie actors in the world, a martial arts expert, and an accomplished stuntman. In Dying for Action the author reveals how he gained such status and details of his personal life.",,Biography,,,Vintage,1998,248.0,0091864526,9780091864521,,,-1929188473533021627
Men in Dark Times,hannah arendt,,"Collection of essays which present portraits of individuals ranging from Rosa Luxemburg to Pope John XXIII who the author believes have illuminated ""dark times.""",,Art,,,Houghton Mifflin Harcourt,1968,292.0,0156588900,9780156588904,,,2369829649365641449
Chambers Biographical Dictionary,"j. o. thorne, t. c. collocott",,,,Biography & Autobiography,,,Edinburgh : W. & R. Chambers,1974,1588.0,,"Chambers Biographical Dictionaryj. o. thorne, t. c. collocott",,,-5323775199647108159
The Lost Life of Eva Braun,angela lambert,,"Featuring 32 pages of intimate home photos, this authoritative biography on Hitler's famous mistress is based on detailed new research and opens a new window on the life at the cold heart of the Nazi leadership.",,Biography & Autobiography,4.0,1.0,Macmillan,2007-01-09,556.0,031236654X,9780312366544,,,7697160561859029930
The Ancient World,frank n. magill,,"Containing 250 entries, each volume of the Dictionary of World Biography contains examines the lives of the individuals who shaped their times and left their mark on world history. Much more than a 'Who's Who', each entry provides an in-depth essay on the life and career of the individual concerned. Essays commence with a quick reference section that provides basic facts on the individual's life and achievements, and conclude with a fully annotated bibliography. The extended biography places the life and works of the individual within an historical context, and the summary at the end of each essay provides a synopsis of the individual's place in history. Any student in the field will want to have one of these as a handy reference companion.",,Biography,,,Routledge,2003-01-23,1000.0,0203450566,9780203450567,,,-5214428433820830165
Joe DiMaggio,richard ben cramer,,"A revealing and comprehensive chronicle of the complex, inspiring, and sometimes tragic life of one of the century's great sports stars examines in the process the influence of the media and the nature of celebrity in American society.",,Biography & Autobiography,,,Simon and Schuster,2000,984.0,074320638X,9780743206389,,,-6654652472675888470
Fall of the Roman Republic,plutarch,,,,Biography,,,,1958,332.0,,Fall of the Roman Republicplutarch,,,2691892339025924382
John Adams,david mccullough,,"Profiles John Adams, an influential patriot during the American Revolution who became the nation's first vice president and second president.",,Biography & Autobiography,4.0,21.0,Simon and Schuster,2001,18.0,141657588X,9781416575887,,,8690528105600734523
Churchill and Orwell,thomas e. ricks,,"A fascinating dual biography of Winston Churchill and George Orwell, with a focus on the pivotal years from the mid-1930s through the 1940s, when their farsighted vision and inspired action in the face of the threat of fascism and communism helped preserve democracy for the world.",,Biography & Autobiography,,,Penguin,2017,370.0,1594206139,9781594206139,,,-1700855889315179448
An Unquiet Mind,kay r. jamison,,"The personal story of a manic depressive and authority on the subject describes the onset of the illness during her teenage years, and her determined journey through the range of available treatments.",,Biography,,,,1996,0.0,0679443746,9780679443742,,,4237461380966015772
Passage to Freedom,ken mochizuki,,"CD, BOOK, ACTIVITY GUIDE.",,Juvenile Nonfiction,,,,1997,36.0,,Passage to Freedomken mochizuki,,,3718331650930346343
De Gaulle,jean lacouture,,,,Generals,,,Harvill Press,1993,640.0,0002712881,9780002712880,,,-5318344747662090089
A Ghost in the Throat,unknown,,,,Biography & Autobiography,,,Biblioasis,2021-06,,1771964111,9781771964111,,,3887264312772897874
The Magician's Nephew Color Gift Edition,c. s. lewis,,"The first book in The Chronicles of Narnia is now available in a full-color, unabridged gift edition that includes all of the original Pauline Baynes illustrations.",,Fiction,,,Zondervan,2003-11-04,122.0,0060530847,9780060530846,,,8575049642988570877
The Lord of the Rings,"j.r.r. tolkien, john ronald reuel tolkien",,Contains the complete set of the six books of Lord of the Rings.,,Fiction,4.5,11.0,Mariner Books,2001,1176.0,,"The Lord of the Ringsj.r.r. tolkien, john ronald reuel tolkien",,,2402086059529959715
A Wizard of Earthsea,ursula k. le guin,,A boy grows to manhood while attempting to subdue the evil he unleashed on the world as an apprentice to the Master Wizard.,,Juvenile Fiction,,,Houghton Mifflin Harcourt,2012,267.0,0547851391,9780547851396,,,-1949307017611311968
"The Lion, the Witch and the Wardrobe",clive staples lewis,,"The best-selling rack edition of The Lion, the Witch and the Wardrobe now has a movie still cover and an eight-page movie still insert! ""Excellent for Homeschool Use""",,JUVENILE FICTION,,,Simon & Schuster Books For Young Readers,1950,168.0,,"The Lion, the Witch and the Wardrobeclive staples lewis",,,-2387107512824829308
"Moomin, Mymble and Little My",tove jansson,,"Finnish artist Tove Jansson's Moomin stories have been continually in print for more than half a century, in 35 languages. They are among Europe's best loved and enduring children's classics, and through the TV animation (BBC2), the warm-hearted, whimsical creatures of Moomin valley have been brought to a new younger British audience.Introducing the first Sort Of Children's Classic in a new English version by Sophie Hannah. Sort of Books proudly presents the original full colour Moomin picture book with its irresistible cut-out page designs and playful rhyming text in a new version by one of Britain's star poets.",,Juvenile Fiction,,,Sort of Books,2001,0.0,0953522741,9780953522743,,,-3358589159274537746
The Wizard of Oz,lyman frank baum,,".0000000000This is the story of Dorothy and her little dog Toto, who are carried away from Kansas by a cyclone and transported to the wonderful world of Oz. She meets three companions - the Scarecrow, the Tin Woodman and the Cowardly Lion - and the three journey to the Emerald City of Oz to ask the Wizard of Oz to give them their hearts' desires, which in Dorothy's case is to return home to Kansas. On their way to Oz and while fulfilling the tasks that the surprising Wizard asks of them they encounter witches, winged monkeys, the Deadly Desert, fighting trees and magic shoes.This edition is evocatively illustrated with the original drawings of W. W. Denslow, with an Afterword by Ned Halley.",,Fiction,5.0,1.0,Collector's Library,2009,188.0,1905716524,9781905716524,,,25777928643047569
Harry Potter and the Deathly Hallows,j. k. rowling,,"At a time when the forces of evil seem to be gaining the upper hand, Harry comes of age in the wizarding world, and must take on and defeat Voldemort--or be killed himself.",,Juvenile Fiction,4.5,91.0,,2007,792.0,,Harry Potter and the Deathly Hallowsj. k. rowling,,,-113656687647454771
Harry Potter and the Philosopher's Stone,j. k. rowling,,"Harry Potter is an ordinary boy who lives in a cupboard under the stairs at his Aunt Petunia and Uncle Vernon's house, which he thinks is normal for someone like him who's parents have been killed in a 'car crash'. He is bullied by them and his fat, spoilt cousin Dudley, and lives a very unremarkable life with only the odd hiccup (like his hair growing back overnight!) to cause him much to think about. That is until an owl turns up with a letter addressed to Harry and all hell breaks loose! He is literally rescued by a world where nothing is as it seems and magic lessons are the order of the day. Read and find out how Harry discovers his true heritage at Hogwarts School of Wizardry and Witchcraft, the reason behind his parents mysterious death, who is out to kill him, and how he uncovers the most amazing secret of all time, the fabled Philosopher's Stone! All this and muggles too. Now, what are they?",,Juvenile Fiction,4.5,3.0,Bloomsbury Pub Limited,1997,223.0,0747532699,9780747532699,,,-5348945371787788552
"The Hobbit, Or, There and Back Again",john ronald reuel tolkien,,"This definitive paperback edition features nine illustrations and two maps drawn by J.R.R. Tolkien, and a preface by Christopher Tolkien. Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely travelling further than the pantry of his hobbit-hole in Bag End. But his contentment is disturbed when the wizard, Gandalf, and a company of thirteen dwarves arrive on his doorstep one day to whisk him away on an unexpected journey 'there and back again'. They have a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon... The prelude to The Lord of the Rings, The Hobbit has sold many millions of copies since its publication in 1937, establishing itself as one of the most beloved and influential books of the twentieth century.",,Fiction,,,HarperCollins UK,1996,302.0,0261103342,9780261103344,,,4343635654946781990
Prince Caspian Movie Tie-in Edition (rack),c. s. lewis,,"This movie tie-in edition of the full original PRINCE CASPIAN novel will be rack size, and feature a movie cover and an 8-page movie still insert.",,Fiction,5.0,2.0,Zondervan,2008-04,260.0,0061231061,9780061231063,,,5823666879208823170
The Little Prince,unknown,,"A man has an accident in the Sahara Desert, and encounters the Little Prince.",,Juvenile Fiction,4.5,50.0,Houghton Mifflin Harcourt,2000,104.0,0152023984,9780152023980,,,-3470595904797287471
The Story of Doctor Dolittle,hugh lofting,,"An abridged version of the adventures of a kind-hearted doctor, who is fond of animals and understands their language, as he travels to Africa with some of his favorite pets to cure the monkeys of a terrible sickness.",,Juvenile Fiction,,,Courier Dover Publications,2005-01-17,100.0,048643883X,9780486438832,,,-1125725780229731735
Comet in Moominland,tove jansson,,"Moomintroll and his friend, Sniff, have many adventures while on their way to consult the professors at the observatory in the Lonely Mountains about the approaching comet.",,Juvenile Fiction,,,Macmillan,2010-04-27,193.0,0312608888,9780312608880,,,-2846932636189473192
Karlson on the Roof,"astrid lindgren, patricia crampton",,"Midge is the youngest in his family and he often feels that no one really understands him. But everything changes the evening Karlson flies in through Midge's open window. Karlson is a chubby little man with a propeller on his back, the world's Best Karlson full of jokes and tricks, and he lives in a small house high up on the rooftops. Midge has never had a better companion. That is, until something special happens on his birthday...",,"Children's literature, Swedish",,,,1975,120.0,0416580106,9780416580105,,,-7970338836032457735
The Voyage of the Dawn Treader,clive staples lewis,,"A paperback edition of The Voyage of the Dawn Treader, book five in the classic fantasy series, The Chronicles of Narnia. This edition is complete with interior art by the original illustrator of Narnia, Pauline Baynes. A king and some unexpected companions embark on a voyage that will take them beyond all known lands. As they sail farther and farther from charted waters, they discover that their quest is more than they imagined and that the world's end is only the beginning. The Voyage of the Dawn Treader is the fifth book in C. S. Lewis's classic fantasy series, which has been drawing readers of all ages into a magical land with unforgettable characters for over sixty years. This is a novel that stands on its own, but if you would like to continue to the journey, read The Silver Chair, the sixth book in The Chronicles of Narnia.",,Juvenile Fiction,,,HarperCollins UK,2001,276.0,0007115601,9780007115600,,,-633267174239188505
Comet in Moominland,unknown,,"Moomintroll encounters a mouth-organist, a moth collector, and a lovely maiden, and discovers the danger of a threatening comet when he takes a journey to seek advice from the Professor.",,Fantasy,,,,1959,200.0,,Comet in Moominlandunknown,,,-4509175515084486612
Charlie and the Great Glass Elevator,roald dahl,,"Mr. Willy Wonka might be a genius with chocolate, but Charlie and his family don't trust his flying skills one bit. And right now, he's at the helm of a giant glass elevator that's picking up speed and hurtling through space -- with Charlie and the entire Bucket family stuck inside! Roald Dahl's uproarious sequel to ""Charlie and the Chocolate Factory"" is certain to delight and entertain a new generation of readers. ""From the Hardcover edition.""",,Juvenile Fiction,,,Penguin Books Limited,1986,164.0,0140320431,9780140320435,,,-3929500856799842339
"The Lion, the Witch and the Wardrobe",c. s. lewis,,"Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter.",,Juvenile Nonfiction,,,,1983,0.0,0003300099,9780003300093,,,-6811024220718130339
Where the Wild Things are,maurice sendak,,"Max is sent to bed without supper and imagines sailing away to the land of Wild Things, where he is made king. Winner, 1964 Caldecott MedalNotable Children's Books of 1940-1970 (ALA)1981 Boston Globe-Horn Book Award for Illustration1963, 1982 Fanfare Honor List (The Horn Book)Best Illustrated Children's Books of 1963, 1982 (NYT)A Reading Rainbow Selection1964 Lewis Carroll Shelf AwardChildren's Books of 1981 (Library of Congress)1981 Children's Books (NY Public Library)100 Books for Reading and Sharing 1988 (NY Public Library)",,Juvenile Fiction,,,HarperCollins Publishers,1963,48.0,,Where the Wild Things aremaurice sendak,,,-5738969481296019519
Moominpappa at Sea,tove jansson,,"Feeling his family's life is too safe and fixed, Moominpappa moves them to a lighthouse on an island to lead a life full of troubles, and indeed they find many mysteries in that lonely place.",,Juvenile Fiction,,,Macmillan,2010-10-26,242.0,0312608926,9780312608927,,,5295382134453621283
Lucinda's Secret,"tony diterlizzi, holly black",,"With goblins, trolls, and the house boggart all trying to get them, the Grace children turn to Great Aunt Lucinda for help.",,Juvenile Fiction,3.5,9.0,Simon and Schuster,2003-10,140.0,0689859384,9780689859380,,,-4156663991094700078
Harry Potter Box Set: the Complete Collection (Children's Paperback),j. k. rowling,,"A beautiful boxed set containing all seven Harry Potter novels in paperback. These new editions of the classic and internationally bestselling, multi-award-winning series feature instantly pick-up-able new jackets by Jonny Duddle, with huge child appeal, to bring Harry Potter to the next generation of readers. It's time to PASS THE MAGIC ON .",,Fiction,,,Bloomsbury Publishing,2014-09-24,345.0,1408856778,9781408856772,,,-8354703768068291640
Around the World in Eighty Days,jules verne,,"Depicts the adventures of Phineas Fogg and his manservant, Passepartout, on their journey around the world in the late nineteenth century",,Fiction,,,Bantam Classics,1984,163.0,0553213563,9780553213560,,,1743475527808769160
A Wrinkle in Time,"""madeleine lengle""",,"This special edition ofA Wrinkle in Timeincludes a new essay that explores the science behind the fantasy. Rediscover one of the most beloved children's books of all time:A Wrinkle in Timeby Madeleine L'Engle: Meg Murray, her little brother Charles Wallace, and their mother are having a midnight snack on a dark and stormy night when an unearthly stranger appears at their door. He claims to have been blown off course, and goes on to tell them that there is such a thing as a ""tesseract,"" which, if you didn't know, is a wrinkle in time. Meg's father had been experimenting with time-travel when he suddenly disappeared. Will Meg, Charles Wallace, and their friend Calvin outwit the forces of evil as they search through space for their father?",,Juvenile Fiction,,,,1973,228.0,0440498058,9780440498056,,,-6858986488400395317
The Neverending Story,"michael ende, ralph manheim",,"Small, fat Bastian Balthazar Bux is nobody's idea of a hero, least of all his own, until he finds himself stepping through the pages of a mysterious book into the world of Fantastica! Age 9+ 148 pages",,Children's stories,,,Putnam Juvenile,1985,444.0,0140317937,9780140317930,,,-8971121336159537707
The Last Battle,clive staples lewis,,"When evil comes to Narnia, Jill and Eustace help fight the great last battle and Aslan leads his people to a glorious new paradise.",,Children,,,,1956,188.0,0020443803,9780020443803,,,3166101720306217078
Keeper of the Lost Cities,shannon messenger,,"At age 12, Sophie learns that the remarkable abilities that have always caused her to stand out identify her as an elf. After being brought to Eternalia to hone her skills, she discovers that she has secrets buried in her memory for which some would kill.",,Juvenile Nonfiction,4.5,11.0,Simon and Schuster,2012-10-02,496.0,1442445939,9781442445932,,,-7123973528102490276
The Dragonbone Chair,tad williams,,"Simon, a young kitchen boy and magician's apprentice, finds his world torn apart by a civil war fueled by immortal enemies and the dark powers of sorcery.",,Fiction,,,Penguin,2005-03,674.0,0756402697,9780756402693,,,-782453245736125781
The Black Cauldron,lloyd alexander,,"""Taran, the gallant Assistant Pig-keeper, and his companions once again fare forth to destroy the evil that threatens their beloved country, Prydain.... A wise and wondrous tale written in epic fashion."" --Booklist",,Juvenile Fiction,,,Dell Publishing Company,1980,228.0,,The Black Cauldronlloyd alexander,,,3222524157046627664
The Plague of Fantasies,slavoj žižek,,"Slavoj Zizek is, without doubt, one of the most stimulating and vibrant thinkers of our time, and his idiosyncratic blend of Lacan and Hegel is always sparkling with insight and studded with amusing stories, anecdotes and jokes. In The Plague of Fantasies Zizek approaches another enormous subject with characteristic brio and provocativeness. The current epoch is plagued by fantasms: there is an ever intensifying antagonism between the process of ever greater abstraction of our lives—whether in the form of digitalization or market relations—and the deluge of pseudo-concrete images which surround us. Traditional critical thought would have sought to trace the roots of abstract notions in concrete social reality; but today, the correct procedure is the inverse—from pseudo-concrete imagery to the abstract process which structures our lives. Ranging in his examples from national differences in toilet design to cybersex, and from intellectuals' responses to the Bosnian war to Robert Schumann's music, Zizek explores the relations between fantasy and ideology, the way in which fantasy animates enjoy-ment while protecting against its excesses, the associations of the notion of fetishism with fantasized seduction, and the ways in which digitalization and cyberspace affect the status of subjectivity. To the already initiated, The Plague of Fantasies will be a welcome reminder of why they enjoy Zizek's writing so much. For new readers, it will be the beginning of a long and meaningful relationship.",,Computers,3.5,2.0,Verso,1997,262.0,1859841937,9781859841938,,,-8993809105120357850
The Magician's Nephew,c. s. lewis,,"When Diggory and Polly try to return the wicked witch Jadis to her own world, the magic gets mixed up and they all land in Narnia where they witness Aslan blessing the animals with human speech.",,Children's stories,,,HarperCollins Children's Books,2014-11-24,208.0,0007588518,9780007588510,,,2303410000446298446
Crown of Midnight,sarah j. maas,,"It puts this entire castle in jeopardy ... and the life of your friend.""",,Juvenile Fiction,3.5,3.0,Bloomsbury Publishing USA,2013-08-27,435.0,1619630621,9781619630628,,,-8206825110247141207
The Winter King,bernard cornwell,,"A retelling of the Arthurian legend from the point of view of Derfel Cadarn, one of Arthur's warriors who later becomes a monk.",,Fiction,,,Macmillan,1997-04-15,0.0,0312156960,9780312156961,,,2417785999941094251
An Ember in the Ashes,sabaa tahir,,"BOOK ONE IN THE NEW YORK TIMES BESTSELLING SERIES One of Time Magazine's 100 Best Fantasy Books of All Time Instant New York Times bestseller From #1 New York Times bestselling author Sabaa Tahir Amazon's Best Young Adult Book of 2015 People's Choice Award winner - Favorite Fantasy Bustle's Best Young Adult Book of 2015 ""This novel is a harrowing, haunting reminder of what it means to be human -- and how hope might be kindled in the midst of oppression and fear."" -- The Washington Post ""An Ember in the Ashes could launch Sabaa Tahir into JK Rowling territory...It has the addictive quality of The Hunger Games combined with the fantasy of Harry Potter and the brutality of Game of Thrones.""--Public Radio International ""An Ember in the Ashes glows, burns, and smolders--as beautiful and radiant as it is searing.""--Huffington Post ""A worthy novel - and one as brave as its characters."" --The New York Times Book Review Laia is a slave. Elias is a soldier. Neither is free. Under the Martial Empire, defiance is met with death. Those who do not vow their blood and bodies to the Emperor risk the execution of their loved ones and the destruction of all they hold dear. It is in this brutal world, inspired by ancient Rome, that Laia lives with her grandparents and older brother. The family ekes out an existence in the Empire's impoverished backstreets. They do not challenge the Empire. They've seen what happens to those who do. But when Laia's brother is arrested for treason, Laia is forced to make a decision. In exchange for help from rebels who promise to rescue her brother, she will risk her life to spy for them from within the Empire's greatest military academy. There, Laia meets Elias, the school's finest soldier--and secretly, its most unwilling. Elias wants only to be free of the tyranny he's being trained to enforce. He and Laia will soon realize that their destinies are intertwined--and that their choices will change the fate of the Empire itself.",,Juvenile Fiction,,,Razorbill,2020-09,482.0,0593206932,9780593206935,,,6732144866307917426
Where the Wild Things Are,unknown,,"In the forty years since Max first cried ""Let the wild rumpus start,"" Maurice Sendak's classic picture book has become one of the most highly acclaimed and best-loved children's books of all time. Now, in celebration of this special anniversary, introduce a new generation to Max's imaginative journey to where the wild things are.",,Juvenile Fiction,,,HarperCollins Publishers,1988-11-09,48.0,,Where the Wild Things Areunknown,,,-1870789801402651079
The Happy Prince and Other Stories,"oscar wilde, michael mac liammoir",,"Includes The Happy Prince, The Selfish Giant, The Devoted Friend, The Remarkable Rocket, The Nightingale and the Rose, The Young King, The Birthday of the Infanta, The Star-Child, and The Fisherman and His Soul.",,Fairy tales,,,Puffin,1985-04-01,185.0,0140350500,9780140350500,,,-868793885237076370
The wonderful adventures of Nils,selma lagerlöf,,,,Sweden,,,,1957,539.0,,The wonderful adventures of Nilsselma lagerlöf,,,-5576978437360839322
Fantastic Beasts and where to Find Them,j. k. rowling,,"Newly arrived in New York city in 1926, Newt Scamander does not expect to stay long, that is, until his magical case is misplaced and some of his fantastic beasts escape.",,Juvenile Nonfiction,,,Arthur A. Levine Books,2016,0.0,1338109065,9781338109061,,,8271895308919195288
Daughter of the Forest,juliet marillier,,Fantasy-roman.,,Fiction,4.5,16.0,Macmillan,2002-02-18,564.0,0765343436,9780765343437,,,1480603139986482416
A Holiday of Love,"jude deveraux, arnette lamb, jill barnett, judith mcnaught",,"In New York City in the late 1800s, a beautiful but clumsy angel turns a lonely man's life around.... In medieval Scotland, the intrigues of a Christmas Mass imperil two Highland lovers....In Regency London, a world-weary lord receives an outrageous proposal....And in modern-day Colorado, a clever twelve-year-old plays matchmaker for his bighearted but impractical mother.",,Fiction,,,Simon and Schuster,2005-10-25,386.0,1416517219,9781416517214,,,1486088971548673290
Jane Eyre,charlotte brontë,,"Bronte's infamous Gothic novel tells the story of orphan Jane, a child of unfortunate circumstances. Raised and treated badly by her aunt and cousins and eventually sent away to a cruel boarding school, it is not until Jane becomes a governess at Thornfield that she finds happiness. Meek, measured, but determined, Jane soon falls in love with her brooding and stormy master, Mr Rochester, but it is not long before strange and unnerving events occur in the house and Jane is forced to leave Thornfield to pursue her future.",,Romance,,,,2010,462.0,0007866097,9780007866090,,,8164402358731190390
Marriage Most Scandalous,johanna lindsey,,"Set in Regency-era England, this latest historical romance by a ""New York Times"" bestselling author is the story of a spunky aristocratic lady and a brooding mercenary whose services come at a price.",,Fiction,,,Simon and Schuster,2006-05,454.0,1416505466,9781416505464,,,2947827624286611637
Me Before You (Movie Tie-In),jojo moyes,,"Taking a job as an assistant to extreme sports enthusiast Will, who is wheelchair bound after a motorcycle accident, Louisa struggles with her employer's acerbic moods and learns of his shocking plans before demonstrating to him that life is still worth living.",,Fiction,5.0,1.0,Penguin Books,2016-04-26,402.0,0143109464,9780143109464,,,-8981461550261894947
Last Voyage of the Valentina,santa montefiore,,"""Originally published in Great Britain in 2005 by Hodder and Stoughton""--T.p. verso.",,Fiction,,,Simon and Schuster,2006-05-23,417.0,0743299434,9780743299435,,,-3328220663351173682
Toxic Bachelors,danielle steel,,"Three daunting bachelors embark on a journey to the Mediterranean where they face women who challenge their deepest relationship phobias, sparking big changes in the once-carefree trio that just might put an end to their carousing days.",,Fiction,5.0,1.0,"Random House Digital, Inc.",2005,344.0,,Toxic Bachelorsdanielle steel,,,8300153903157332357
Prince Charming,julie garwood,,"Beautiful Taylor Baker, whose fiance has eloped with her odious cousin and whose greedy uncle has his own plans for her, escapes to Montana with rough-edged American Lucas Ross.",,Fiction,5.0,1.0,Simon and Schuster,1995-02,564.0,0671870963,9780671870966,,,-6753967036574618775
Sons and Lovers,david herbert lawrence,,A provocative portrait of an artist torn between love for his possessive mother and desire for two young beautiful women. It is also the story of Paul Morel's growing into manhood torn by both inner and outer conflict.,,Fiction,,,Penguin Group,1977,650.0,,Sons and Loversdavid herbert lawrence,,,-3894019207511957126
Sunset in St. Tropez,danielle steel,,"Taking a vacation together to grieve over the death of one of their group, five friends are dismayed by the ramshackle mansion they find instead of the garden villa they expected, and the unexpected appearance of the new girlfriend of the widowed husband.",,Fiction,4.0,2.0,,2002,248.0,,Sunset in St. Tropezdanielle steel,,,4419031334784716752
A Beautiful Wedding,jamie mcguire,,"""You know that Abby Abernathy unexpectedly became Mrs. Maddox. But what do you really know? Why did Abby pop the question? What secrets were shared before the ceremony? Where did they spend their wedding night? Who else knew about it . . . and didn't tell? Everything about Abby and Travis's elopement was top-secret . . . until now. Fans of ""Beautiful Disaster"" and ""Walking Disaster"" will get all of their questions answered in this whirlwind tale of the wedding day (and night)...""--Provided by publisher.",,Fiction,,,Simon and Schuster,2014-11-25,176.0,1501103075,9781501103070,,,-2939219802242014066
Wanderlust,danielle steel,,"Wanderlust is the story of Audrey Driscoll. Orphaned young, Audrey has grown up caring for her eccentric millionaire grandfather and her demanding younger sister, Annabelle, who assume she will always be there for them. Sheltered yet restless, responsible beyond her years yet hungering for experience, Audrey is hopelessly bound until she herself makes the daring decision to leave. As the 1930s unfold, alone, camera in hand, she will shock friends and outrage family as she plunges headlong into the wider world. Crossing the Atlantic aboard the luxurious ""Queen Mary, Audrey meets James and Violet Hawthorne, who will draw her into a sophisticated circle of artists and expatriates. And it is they who will introduce her to Charles Parker-Scott, in who Audrey will come to recognize a twin soul, a man propelled by relentless curiosity and driven by conflicting needs for intimacy and independence. Together they will spend an exquisite summer at Cap d'Antibes, then board the Orient Express on an adventure that will carry them to a remote outpost in China. But at the farthest reaches of this journey Aubrey must choose again. Japan has attacked China. Charles knows he must return to Europe at once. But Audrey becomes involved with a besieged orphanage and decides to remain in China without Charles, caring for the abandoned children until help arrives. In time Audrey will return to America with a daughter of her own. While she must come home to San Francisco to confront a world irrevocably changed by time, she finds she cannot stay. From prewar Germany to London during the Blitz, from a wrenching reunion with Charles to a war zone in North Africa, again and again she must choose between thedictates of her conscience and the yearnings of her heart. For Audrey Driscoll and the men and women whose lives touch hers, wanderlust is the inescapable element. Born at a time when women were expected to stay close to home and fulfill traditional roles, Audrey is compelled to follow the thread of events that will destroy the complacency of the past and shape the future. From Europe to China, from San Francisco to North Africa, she is irresistibly drawn into a man's world of conflict, discovery, and danger. In a vivid novel of breathtaking scope, Danielle Steel has once again surpassed herself in creating an unforgettable tale of men and women caught in the tides of personal drama and historic event. Wanderlust is Danielle Steel's finest journey.",,Fiction,,,,1986,392.0,0385294638,9780385294638,,,-4649441723762025924
HRH,danielle steel,,"After four years of college in America, Princess Christianna is determined not to return to the stiff, formal lifestyle of her father's court and, hoping to make a difference in the world, persuades her father to allow her to volunteer for the Red Cross in East Africa, an experience that will transform her life forever. 800,000 first printing.",,Fiction,,,"Random House Digital, Inc.",2006,344.0,,HRHdanielle steel,,,2996566150032856233
The Rana Look,sandra brown,,"A New York Times Bestseller Rana Ramsey had a ""look,"" a style that went beyond beauty, that had made her a modeling legend. But when she began to feel like an object, always sought after but not for herself, she ran to a rickety boarding house in a small Texas town, where nobody knew her and she could be somebody else. Then quarterback Trent Gamblin chose to recuperate just down the hall, and Rana learned she couldn't hide from the world forever. Available in Basic 5 and 6.",,Fiction,,,Bantam,2002,232.0,0553104241,9780553104240,,,-3288183302790505893
The Italian Girl,lucinda riley,,"Rosanna Menici is just a girl when she meets Roberto Rossini, the man who will change her life. In the years to come, their destinies are bound together by their extraordinary talents as opera singers and by their enduring but obsessive love for each other--a love that will ultimately affect the lives of those closest to them. For, as Rosanna slowly discovers, their unison is haunted by irreversible events from the past...",,Man-woman relationships,,,Clipper Audio,2015,,1471280292,9781471280290,,,6918693475253124625
